"Elena Duque RG et al. SM","2020","How the Psychology of Education Contributes to Research With a Social Impact on the Education of Students With Special Needs: The Case of Successful Educational Actions","Front Psychol","11","","","TRUE","","","",""
"Xinjie Chen JL, Padilla AM","2020","Self-Views and Positive Psychology Constructs Among Second Language Learners in Japan, Taiwan, and the United States","Front Psychol","11","","","TRUE","","","",""
"Kyriakopoulou N, Vosniadou S","2020","Theory of Mind, Personal Epistemology, and Science Learning: Exploring Common Conceptual Components","Front Psychol","11","","","TRUE","","","",""
"Neil E Grunberg JE, Barry ES","2020","Using Social Psychology Principles to Develop Emotionally Intelligent Healthcare Leaders","Front Psychol","11","","","TRUE","","","",""
"Jenke L, Huettel SA","2020","Voter Preferences Reflect a Competition Between Policy and Identity","Front Psychol","11","","","TRUE","","","",""
"Blanka Klimova MP et al. AC","2021","A Comparative Psycholinguistic Study on the Subjective Feelings of Well-Being Outcomes of Foreign Language Learning in Older Adults From the Czech Republic and Poland","Front Psychol","12","","","TRUE","","","",""
"Yuka Kato TM et al. YE","2021","Anxiety Impacts Consent Capacity to Treatment in Alzheimer's Disease","Front Psychol","12","","","TRUE","","","",""
"Roldan A, Reina R","2021","Are Self-Efficacy Gains of University Students in Adapted Physical Activity Influenced by Online Teaching Derived From the COVID-19 Pandemic?","Front Psychol","12","","","TRUE","","","",""
"Zhang Y","2021","Book Review: Data Collection Research Methods in Applied Linguistics","Front Psychol","12","","","TRUE","","","",""
"al.jawharh Ibrahim al.sukah NA et al. MA","2021","Corrigendum: Individuals' Self-Reactions Toward COVID-19 Pandemic in Relation to the Awareness of the Disease, and Psychological Hardiness in Saudi Arabia","Front Psychol","12","","","TRUE","","","",""
"Min Tang SH et al. RR","2021","Creativity as a Means to Well-Being in Times of COVID-19 Pandemic: Results of a Cross-Cultural Study","Front Psychol","12","","","TRUE","","","",""
"Liman Man Wai Li DM et al. WQ","2021","Dialectical Versus Linear Thinking Shapes People’s Anticipation of Climate Change","Front Psychol","11","","","TRUE","","","",""
"Diego Navarro-Mateu TG et al. MP","2021","Dialogic Learning Environments That Enhance Instrumental Learning and Inclusion of Students With Special Needs in Secondary Education","Front Psychol","12","","","TRUE","","","",""
"Katharina-Theresa Lindner LN et al. KG","2021","Differentiation and Grouping Practices as a Response to Heterogeneity – Teachers’ Implementation of Inclusive Teaching Approaches in Regular, Inclusive and Special Classrooms","Front Psychol","12","","","TRUE","","","",""
"Myounghoon Jeon CH et al. YK","2021","Contextualized Affective Interactions With Robots","Front Psychol","12","","","TRUE","","","",""
"Jenny Maurer AB et al. JH","2021","Experiences and Perceived Self-Efficacy in Distance Learning Among Teachers of Students With Special Educational Needs","Front Psychol","12","","","TRUE","","","",""
"Xiaoxiao Gong ZY et al. BL","2021","How Does Social Currency Influence Prosocial Behavior? The Role of Collective Self-Esteem and Communication Network Heterogeneity","Front Psychol","12","","","TRUE","","","",""
"Cancelas-Ouviña LP","2021","Humor in Times of COVID-19 in Spain: Viewing Coronavirus Through Memes Disseminated via WhatsApp","Front Psychol","12","","","TRUE","","","",""
"Xiao Wang EW et al. TB","2021","I Am vs. We Are: How Biospheric Values and Environmental Identity of Individuals and Groups Can Influence Pro-environmental Behaviour","Front Psychol","12","","","TRUE","","","",""
"Mathilde Josserand MA et al. FP","2021","Interindividual Variation Refuses to Go Away: A Bayesian Computer Model of Language Change in Communicative Networks","Front Psychol","12","","","TRUE","","","",""
"Akdag S , Alinay Z","2021","Learning Through Digital Stories for Safe School Environment","Front Psychol","12","","","TRUE","","","",""
"Mingyue Zhang JL, Hal.lman WK","2021","Sharing on Facebook and Face-to-Face What Others Do or Approve: Word-of-Mouth Driven by Social Norms","Front Psychol","12","","","TRUE","","","",""
"Äli Leijen FA, Baucal. A","2021","The Dilemma of Inclusive Education: Inclusion for Some or Inclusion for All","Front Psychol","12","","","TRUE","","","",""
"al.fonso Rodríguez-Oramas PA et al. MR","2021","The Impact of Evidence-Based Dialogic Training of Special Education Teachers on the Creation of More Inclusive and Interactive Learning Environments","Front Psychol","12","","","TRUE","","","",""
"Zhou H, Chen M","2021","What Still Needs to be Noted: Pseudo-Clefts in the Academic Discourse of Applied Linguistics","Front Psychol","12","","","TRUE","","","",""
"Li-Juan Yi YL et al. LT","2022","A Bibliometric Analysis of the Association Between Compassion Fatigue and Psychological Resilience From 2008 to 2021","Front Psychol","13","","","TRUE","","","",""
"Val.entin Marian Antohi ML et al. RV","2022","A new approach to econometric modeling in digitized consumer behavior","Front Psychol","13","","","TRUE","","","",""
"Giulia Agostinelli BM et al. SS","2022","Cancer-Related Psychological Distress in Lymphoma Survivor: An Italian Cross-Sectional Study","Front Psychol","13","","","TRUE","","","",""
"Dresp-Langley B","2022","Consciousness Beyond Neural Fields: Expanding the Possibilities of What Has Not Yet Happened","Front Psychol","12","","","TRUE","","","",""
"Shi Yin YW, Xu J","2022","Developing a Conceptual Partner Matching Framework for Digital Green Innovation of Agricultural High-End Equipment Manufacturing System Toward Agriculture 5.0: A Novel Niche Field Model Combined With Fuzzy VIKOR","Front Psychol","13","","","TRUE","","","",""
"Marjerison RK, Yang S","2022","Dialects, motivation, and English proficiency: Empirical evidence from China","Front Psychol","13","","","TRUE","","","",""
"Sophie Restoy LM et al. CS","2022","Draw yourself: How culture influences drawings by children between the ages of two and fifteen","Front Psychol","13","","","TRUE","","","",""
"Tachia Chin FC et al. CL","2022","Understanding cognitive differences across cultures: Integrating neuroscience and cultural psychology","Front Psychol","13","","","TRUE","","","",""
"Taeahn Kang JH, Matsuoka H","2022","Effect of 2002 FIFA World Cup: Point of Attachment That Promotes Mass Football Participation","Front Psychol","13","","","TRUE","","","",""
"Guadal.upe López-Íñiguez GE et al. FJ","2022","Effects of Passion, Experience, and Cultural Politics on Classical Musicians’ Practice During the COVID-19 Pandemic","Front Psychol","13","","","TRUE","","","",""
"Li J","2022","Emotion Expression in Modern Literary Appreciation: An Emotion-Based Analysis","Front Psychol","13","","","TRUE","","","",""
"Yi-Ching Lynn Ho MS et al. DM","2022","Family Resilience and Psychological Responses to COVID-19: A Study of Concordance and Dyadic Effects in Singapore Households","Front Psychol","13","","","TRUE","","","",""
"Val.era S, Casakin H","2022","Integrating Observation and Network Analysis to Identify Patterns of Use in the Public Space: A Gender Perspective","Front Psychol","13","","","TRUE","","","",""
"Soto JM, Borbón D","2022","Neurorights vs. neuroprediction and lie detection: The imperative limits to criminal law","Front Psychol","13","","","TRUE","","","",""
"Wei Hu ZY, Zhang Z","2022","Off-Time Work-Related Smartphone Use and Bedtime Procrastination of Public Employees: A Cross-Cultural Study","Front Psychol","13","","","TRUE","","","",""
"Hal.kias G","2022","On Brand Stereotyping: Conceptual Specifications and Further Insight","Front Psychol","13","","","TRUE","","","",""
"Lacey Schaefer GC, Moir E","2022","Opportunity-Reduction Supervision Strategies With Domestic and Family Violence Probationers and Parolees","Front Psychol","13","","","TRUE","","","",""
"Annelise Pesch KD et al. KK","2022","Reinventing the public square and early educational settings through culturally informed, community co-design: Playful Learning Landscapes","Front Psychol","13","","","TRUE","","","",""
"Yangjie Huang YB et al. LL","2022","Relationship Between Entrepreneurship Education Curriculum and Agricultural Students’ Satisfaction in China","Front Psychol","13","","","TRUE","","","",""
"Rosenzweig G","2022","Scientific Thinking About Legal Truth","Front Psychol","13","","","TRUE","","","",""
"Yongzhe Yan LJ et al. XH","2022","Spatio-temporal evolution and influencing factors of scientific and technological innovation level: A multidimensional proximity perspective","Front Psychol","13","","","TRUE","","","",""
"Teresa Iona SR et al. DC","2022","Specialization and Injury Risk in Different Youth Sports: A Bio-Emotional Social Approach","Front Psychol","13","","","TRUE","","","",""
"Hayley E Pickering CP, Crewther SG","2022","The effect of anxiety on working memory and language abilities in elementary schoolchildren with and without Additional Health and Developmental Needs","Front Psychol","13","","","TRUE","","","",""
"Wang P, Zhai Y","2022","The impact of long-term orientation on compulsive buying behavior: A cross-cultural study","Front Psychol","13","","","TRUE","","","",""
"Mohd Asyraf Zulkffli RA et al. MA","2022","The Interplay of Infidelity, Sexuality, and Religiosity in the Discourse of Mixed-Orientation Marriages: A Discursive Psychological Analysis","Front Psychol","13","","","TRUE","","","",""
"Marcel Pikhart BK et al. LH","2022","The quantitative evaluation of subjective satisfaction with digital media in L2 acquisition in younger adults: A study from Europe, Asia, and Latin America","Front Psychol","13","","","TRUE","","","",""
"Cui Y, Wang F","2022","The research focus and development trend of art therapy in Chinese education since the 21st century","Front Psychol","13","","","TRUE","","","",""
"Nathal.ie Peña-García ML, Juliao-Rossi J","2022","What type of client do you need? The brand value co-creation in the banking sector","Front Psychol","13","","","TRUE","","","",""
"Shuqin Cao XW et al. JH","2022","Which Seat Facilitates the Detection of Off-Seat Behaviours? An Inattentional Blindness Test on Location Effect in the Classroom","Front Psychol","13","","","TRUE","","","",""
"Yang Y, Nazir S","2022","Decision Support System for Prioritizing Self-Assurance of Academic Writing Based on Applied Linguistics","Front Psychol","13","","21-44","TRUE","","","",""
"Yanmin Li XW et al. HL","2022","The Influencing Factors of Art Graduates’ Entrepreneurship by Logistic Regression Analysis From the Perspective of Entrepreneurial Mentality","Front Psychol","13","","","TRUE","","","",""
"Woosang Hwang XF et al. SK","2023","A multidimensional construct of helicopter parenting and college students’ game and social media addictive behaviors: A cross-cultural study in South Korea and China","Front Psychol","13","","","TRUE","","","",""
"Chan HC","2023","Crime, mental health, and the law: A psycho-criminological perspective","Front Psychol","14","","","TRUE","","","",""
"Rui Li DZ et al. BL","2023","Mobile assisted language learning: developments, affordances, and solutions","Front Psychol","14","","","TRUE","","","",""
"Jones MW, Hunt T","2023","Electromagnetic-field theories of qualia: can they improve upon standard neuroscience?","Front Psychol","14","","","TRUE","","","",""
"Chen B, Zheng X","2023","How do Chinese students effectively convey emotions through the discussion forums in the LMOOCs?","Front Psychol","14","","","TRUE","","","",""
"Elena Sánchez IO et al. MR","2023","Influence of the sociocultural perspective on the sensory perception of wine consumers in Mexico and Spain","Front Psychol","14","","","TRUE","","","",""
"Sırma Seda Bapoğlu Dümenci NA et al. FG","2023","Non-depleting energy in the museum","Front Psychol","14","","","TRUE","","","",""
"Madlen Goppelt-Kunkel al., Hänel-Faulhaber B","2023","Sign learning of hearing children in inclusive day care centers—does iconicity matter?","Front Psychol","14","","","TRUE","","","",""
"Rai NK, Tiwari T","2018","Parental Factors Influencing the Development of Early Childhood Caries in Developing Nations: A Systematic Review","Front Public Health","6","","","TRUE","","","",""
"Qian Yang HZ et al. MY","2019","Chinese Minority Perceives the Doctor-Patient Relationship Differently: A Cultural and Economic Interpretation","Front Public Health","7","","","TRUE","","","",""
"Harris JE","2021","Critical Role of the Subways in the Initial Spread of SARS-CoV-2 in New York City","Front Public Health","9","","","TRUE","","","",""
"Enrico Michelini NB, Porrovecchio A","2021","Outdoor Physical Activity During the First Wave of the COVID-19 Pandemic. A Comparative Analysis of Government Restrictions in Italy, France, and Germany","Front Public Health","9","","","TRUE","","","",""
"Fan Liu GL et al. YZ","2021","Spatio-Temporal Variation of Health Production Efficiency Considering Environmental Pollution in China Based on Modified EBM and Spatial Econometric Model","Front Public Health","9","","","TRUE","","","",""
"Qian Bai XK et al. LH","2022","Finding flaws in the spatial distribution of health workforce and its influential factors: An empirical analysis based on Chinese provincial panel data, 2010–2019","Front Public Health","10","","","TRUE","","","",""
"Zhenjing Gu HA et al. SC","2022","Green Supply Chain Management With Sustainable Economic Growth by CS-ARDL Technique: Perspective to Blockchain Technology","Front Public Health","9","","","TRUE","","","",""
"Shuliweeh al.enezi MH et al. AS","2022","Mental health impact of COVID-19 on Saudi families and children with special educational needs and disabilities in Saudi Arabia: A national perspective","Front Public Health","10","","","TRUE","","","",""
"Mohammad Javad Koohsari AY et al. GR","2022","The Design Challenges for Dog Ownership and Dog Walking in Dense Urban Areas: The Case of Japan","Front Public Health","10","","","TRUE","","","",""
"Sara Faedda AP et al. VT","2022","The Role of Urban Environment Design on Health During the COVID-19 Pandemic: A Scoping Review","Front Public Health","10","","","TRUE","","","",""
"Dan Xu JH et al. SW","2022","Trends in the Prevalence of Hypertensive Heart Disease in China From 1990 to 2019: A Joinpoint and Age–Period–Cohort Analysis","Front Public Health","10","","","TRUE","","","",""
"Maricla Marrone PC et al. FM","2023","Analysis of Italian requests for compensation in cases of responsibility for healthcare-related infections: A retrospective study","Front Public Health","10","","","TRUE","","","",""
"Shao Z, Dou L","2023","How can environmental degradation and income disparities influence national health: an eye bird view on China’s provinces","Front Public Health","11","","","TRUE","","","",""
"Xuesen Zhang LY et al. XZ","2023","Research on the development trend, evolution, and spatial local characteristics of the intelligent smart medical industry in the Yangtze River Economic Belt","Front Public Health","10","","","TRUE","","","",""
"Elvire Bornand FL et al. CD","2023","Social representations of mask wearing in the general population during the COVID-19 pandemic","Front Public Health","11","","","TRUE","","","",""
"Khal.id SI, Adogwa O","2017","Book Review: The Handbook of Neurosurgery 8th Edition by Mark S. Greenberg: A Review of its Use in Clinical Practice","Front Surg","4","","","TRUE","","","",""
"Xiaoyang Wang JZ et al. XW","2023","Bacterial cellulose membrane combined with BMSCs promotes wound healing by activating the notch signaling pathway","Front Surg","9","","","TRUE","","","",""
"Ciro Andolfi DP et al. VM","2019","Impact and Outcomes of a Pediatric Robotic Urology Mini-Fellowship","Front Surg","6","","","TRUE","","","",""
"Junhao Liang TZ, Zhou C","2020","Hopf Bifurcation in Mean Field Explains Critical Avalanches in Excitation-Inhibition Balanced Neuronal Networks: A Mechanism for Multiscale Variability","Front Syst Neurosci","14","","","TRUE","","","",""
"Tomáš Paus SD, Seshadri S","2022","Population Neuroscience of Development and Aging","Front Syst Neurosci","16","","","TRUE","","","",""
"Deng H, Li X","2021","AI-Empowered Computational Examination of Chest Imaging for COVID-19 Treatment: A Review","Front. Artif. Intell.","4","","","TRUE","","","",""
"Gramespacher T, Posth JA","2021","Employing Explainable AI to Optimize the Return Target Function of a Loan Portfolio","Front. Artif. Intell.","4","","","TRUE","","","",""
"Milton Ruiz SL, Tsokaros A","2021","Multimessenger Binary Mergers Containing Neutron Stars: Gravitational Waves, Jets, and γ-Ray Bursts","Front. Astron. Space Sci.","8","","","TRUE","","","",""
"Ivan Bermudez DC et al. RG","2019","Twitter Response to Munich July 2016 Attack: Network Analysis of Influence","Front. Big Data","2","","","TRUE","","","",""
"Raphaëlle Toubiana MM et al. SR","2022","Blockchain for Electronic Vaccine Certificates: More Cons Than Pros?","Front. Big Data","5","","","TRUE","","","",""
"Frans Folkvord AB et al. SH","2021","A Protocol Study to Establish Psychological Outcomes From the Use of Wearables for Health and Fitness Monitoring","Front. Digit. Health","3","","","TRUE","","","",""
"François de La Bourdonnaye CT et al. JT","2018","Stage-Wise Learning of Reaching Using Little Prior Knowledge","Front. Robot. AI","5","","","TRUE","","","",""
"David Navarro-al.arcon OZ et al. CT","2019","Computing Pressure-Deformation Maps for Braided Continuum Robots","Front. Robot. AI","6","","","TRUE","","","",""
"Peter Hanula KP et al. JA","2019","DarkSky Halos: Use-Based Exploration of Dark Matter Formation Data in a Hybrid Immersive Virtual Environment","Front. Robot. AI","6","","","TRUE","","","",""
"Michele Focchi DP, Prete A","2020","Bridging the Gap Between the Lab and the Real World: Future Perspectives for Legged Robots","Front. Robot. AI","7","","","TRUE","","","",""
"Chung Hyuk Park RR et al. SS","2020","Towards Real World Impacts: Design, Development, and Deployment of Social Robots in the Wild","Front. Robot. AI","7","","","TRUE","","","",""
"Arzu Guneysu Ozgur AÖ et al. TA","2020","Iterative Design and Evaluation of a Tangible Robot-Assisted Handwriting Activity for Special Education","Front. Robot. AI","7","","","TRUE","","","",""
"Danesh Tarapore RG, Zauner KP","2020","Sparse Robot Swarms: Moving Swarms to Real-World Applications","Front. Robot. AI","7","","","TRUE","","","",""
"Simon Lemerle MG et al. AB","2021","A Configurable Architecture for Two Degree-of-Freedom Variable Stiffness Actuators to Match the Compliant Behavior of Human Joints","Front. Robot. AI","8","","","TRUE","","","",""
"Maya Dimitrova HW et al. AK","2021","A Review of Possible EEG Markers of Abstraction, Attentiveness, and Memorisation in Cyber-Physical Systems for Special Education","Front. Robot. AI","8","","","TRUE","","","",""
"Andrew Isbister NY, Georgilas I","2021","An Integrated Kinematic Modeling and Experimental Approach for an Active Endoscope","Front. Robot. AI","8","","","TRUE","","","",""
"Jennifer Hobbs VK et al. BS","2021","Broad Dataset and Methods for Counting and Localization of On-Ear Corn Kernels","Front. Robot. AI","8","","","TRUE","","","",""
"Maya Dimitrova HW et al. AK","2021","Corrigendum: A Review of Possible EEG Markers of Abstraction, Attentiveness and Memorisation in Cyber-Physical Systems for Special Education","Front. Robot. AI","8","","","TRUE","","","",""
"Guoying Gu HS et al. SS","2021","Soft Robotics Based on Electroactive Polymers","Front. Robot. AI","8","","","TRUE","","","",""
"Paul Hemeren PV et al. ST","2021","Kinematic-Based Classification of Social Gestures and Grasping by Humans and Machine Learning Techniques","Front. Robot. AI","8","","","TRUE","","","",""
"Francesco Ruscelli al. et al. EM","2021","Omnidirectional Walking Pattern Generator Combining Virtual Constraints and Preview Control for Humanoid Robots","Front. Robot. AI","8","","","TRUE","","","",""
"Reeve Lambert JL et al. LF","2021","Robust ASV Navigation Through Ground to Water Cross-Domain Deep Reinforcement Learning","Front. Robot. AI","8","","","TRUE","","","",""
"Marynel Vázquez al. et al. EG","2022","Pose Generation for Social Robots in Conversational Group Formations","Front. Robot. AI","8","","","TRUE","","","",""
"Grzegorz Sochacki AA, Iida F","2022","Mastication-Enhanced Taste-Based Classification of Multi-Ingredient Dishes for Robotic Cooking","Front. Robot. AI","9","","","TRUE","","","",""
"Zhang C, Czarnuch S","2023","Point cloud completion in challenging indoor scenarios with human motion","Front. Robot. AI","10","","","TRUE","","","",""
"Chowdhury S, Schnabel MA","2019","Laypeople's Collaborative Immersive Virtual Reality Design Discourse in Neighborhood Design","Front. Robot. AI","6","","","TRUE","","","",""
"Kal.leberg al.","2019","Book Review: The Palgrave Handbook of the Sociology of Work in Europe","Front. Sociol.","4","","","TRUE","","","",""
"Scambler G","2019","Sociology, Social Class, Health Inequalities, and the Avoidance of “Classism”","Front. Sociol.","4","","","TRUE","","","",""
"Awinia CS","2020","The Sociology of Intra-African Pastoralist Migration: The Case of Tanzania","Front. Sociol.","5","","","TRUE","","","",""
"Laura Batstra AC, Thoutenhoofd ED","2022","Corrigendum: Teachers with Special Needs. De-Psychiatrization of Children in Schools","Front. Sociol.","6","","","TRUE","","","",""
"Cong Xue CZ et al. XS","2022","Employment Psychology of Young Migrant Workers During Coronavirus Disease 2019: A Comparative Study Between Construction Workers and Food Delivery Knights","Front. Sociol.","7","","","TRUE","","","",""
"Steele LG, Breznau N","2023","Group dynamics and redistributive policy preferences in the Global South","Front. Sociol.","8","","","TRUE","","","",""
"Vera Gal.listl SK et al. FK","2023","Socio-gerontechnology—New perspectives on the digital transformation of later life","Front. Sociol.","8","","","TRUE","","","",""
"Bevilacqua E","2023","The relationship between social life and emotions. Adam Ferguson and sociology","Front. Sociol.","8","","","TRUE","","","",""
"Smyth B, Lawlor A","2021","Longer Disciplined Tapers Improve Marathon Performance for Recreational Runners","Front. Sports Act. Living","3","","","TRUE","","","",""
"Wang J","2021","Development trend of urban design in “digital age”: Pan-dimensionality and individual-ubiquity","Front. Struct. Civ. Eng.","","","1-7","TRUE","","","",""
"Yolanda Carrascal. BS et al. EV","2021","Neurological Complications in Active Left-Sided Infective Endocarditis Requiring Early Surgery","Frontiers in Cardiovascular Medicine","8","","","TRUE","","","",""
"Cássia da Luz Goulart FR et al. AS","2022","Can Non-invasive Ventilation Modulate Cerebral, Respiratory, and Peripheral Muscle Oxygenation During High-Intensity Exercise in Patients With COPD-HF?","Frontiers in Cardiovascular Medicine","8","","","TRUE","","","",""
"McKinna LI, Cetinić I, Chase AP, Werdell PJ","2019","Approach for Propagating Radiometric Data Uncertainties Through NASA Ocean Color Algorithms","Frontiers in earth science","7","","","TRUE","","","",""
"Travis R Porter XL et al. CB","2013","Genetic associations with 25-hydroxyvitamin D deficiency in HIV-1-infected youth: fine-mapping for the GC/DBP gene that encodes the vitamin D-binding protein","Frontiers in Genetics","4","","","TRUE","","","",""
"Liu Y, Pan C, Kong D, Luo J, Zhang Z","2020","A Survey of Regulatory Interactions Among RNA Binding Proteins and MicroRNAs in Cancer","Frontiers in Genetics","11","","","TRUE","","","",""
"Ikeda S, Takeuchi H, Taki Y, Nouchi R, Yokoyama R, Kotozaki Y, Nakagawa S, Sekiguchi A, Iizuka K, Yamamoto Y, Hanawa S, Araki T, Miyauchi CM, Sakaki K, Nozawa T, Yokota S, Magistro D, Kawashima R","2017","A Comprehensive Analysis of the Correlations between Resting-State Oscillations in Multiple-Frequency Bands and Big Five Traits","Frontiers in Human Neuroscience","11","","","TRUE","","","",""
"Flies AS, Woods GM","2019","Wild Immunology—The Answers Are Out There","Frontiers in Immunology","10","","","TRUE","","","",""
"Joshua W Pollock NK et al. KP","2012","Electrophysiological evidence for adult age-related sparing and decrements in emotion perception and attention","Frontiers in Integrative Neuroscience","6","","","TRUE","","","",""
"Roberto Lusardi ST, Wherton J","2021","Living With Assistive Robotics: Exploring the Everyday Use of Exoskeleton for Persons With Spinal Cord Injury","Frontiers in Medical Technology","3","","","TRUE","","","",""
"Sernicola A , Alibac M","2020","How to Deal With Post-viral Cutaneous Eruptions in the Era of Coronavirus Infection","Frontiers in Medicine","7","","","TRUE","","","",""
"Martínez-Carranza E, Barajas H , Alaraz LD, Servín-González L, Ponce-Soto GY, Soberón-Chávez G","2018","Corrigendum: Variability of Bacterial Essential Genes Among Closely Related Bacteria: The Case of Escherichia coli","Frontiers in Microbiology","9","","","TRUE","","","",""
"Kaderal.i L, Theis F, Ganusov VV, Ciupe SM, Mehr R, Ribeiro RM, Hernandez-Vargas EA","2019","Integrative Computational Systems Biology Approaches in Immunology and Medicine","Frontiers in Microbiology","9","","","TRUE","","","",""
"Ratklao Siriwach JM et al. TS","2022","Assessment of Greenhouse Tomato Anthesis Rate Through Metabolomics Using LASSO Regularized Linear Regression Model","Frontiers in Molecular Biosciences","9","","","TRUE","","","",""
"Sucharita Dey JP, Levy ED","2022","QSalignWeb: A Server to Predict and Analyze Protein Quaternary Structure","Frontiers in Molecular Biosciences","8","","","TRUE","","","",""
"Francesco Rea GM, Bartolozzi C","2013","Event-driven visual attention for the humanoid robot iCub","Frontiers in Neuroscience","7","","","TRUE","","","",""
"Hupé JM","2015","Statistical inferences under the Null hypothesis: common mistakes and pitfalls in neuroimaging studies","Frontiers in Neuroscience","9","","","TRUE","","","",""
"Svyatoslav Vergun WG et al. VA","2016","Classification and Extraction of Resting State Networks Using Healthy and Epilepsy fMRI Data","Frontiers in Neuroscience","10","","","TRUE","","","",""
"Fady Girgis DJ et al. AG","2018","Toward a Neuroscience of Adult Cognitive Developmental Theory","Frontiers in Neuroscience","12","","","TRUE","","","",""
"Jianqing Wang WM et al. YW","2022","Combined Channel Attention and Spatial Attention Module Network for Chinese Herbal Slices Automated Recognition","Frontiers in Neuroscience","16","","","TRUE","","","",""
"Simon H Kohl DM et al. ML","2022","Corrigendum: The Potential of Functional Near-Infrared Spectroscopy-Based Neurofeedback—A Systematic Review and Recommendations for Best Practice","Frontiers in Neuroscience","16","","","TRUE","","","",""
"Wenqian Zhao HT et al. JC","2023","Functionalized hydrogels in neural injury repairing","Frontiers in Neuroscience","17","","","TRUE","","","",""
"Melanie S Adams RB et al. CA","2016","Nutritional Cues Tie Living Organisms to Their Environment and Its Sustainability","Frontiers in Nutrition","3","","","TRUE","","","",""
"Jan Kohl VH et al. PH","2022","Development of a metric Healthy Eating Index-2015 and comparison with the Healthy Eating Index-2015 for the evaluation of dietary quality","Frontiers in Nutrition","9","","","TRUE","","","",""
"Xiujuan Guo HT et al. FY","2022","Rapid determination of 103 common veterinary drug residues in milk and dairy products by ultra performance liquid chromatography tandem mass spectrometry","Frontiers in Nutrition","9","","","TRUE","","","",""
"Tomonori Nochi CM, Van Eden W","2020","New Horizons in Food Science via Agricultural Immunity","Frontiers in Nutrition","7","","","TRUE","","","",""
"Jason D Murray BD et al. CD","2012","The force-temperature relationship in healthy and dystrophic mouse diaphragm; implications for translational study design","Frontiers in Physiology","3","","","TRUE","","","",""
"Akatsuki Kimura AC et al. HN","2015","Estimating cellular parameters through optimization procedures: elementary principles and applications","Frontiers in Physiology","6","","","TRUE","","","",""
"Bal.arini CM, Braga VA","2017","Celebrating Twenty Years of the Brazilian Symposium on Cardiovascular Physiology","Frontiers in Physiology","8","","","TRUE","","","",""
"Xue-Feng Li JK et al. JW","2018","No Association Between MicroRNA-608 rs4919510 G>C Polymorphism and Digestive System Cancers Susceptibility: A Meta-Analysis Based on 10,836 Individuals","Frontiers in Physiology","9","","","TRUE","","","",""
"Gianluca Vernillo CP, Thiébat G","2018","Physiological and Physical Profile of Snowboarding: A Preliminary Review","Frontiers in Physiology","9","","","TRUE","","","",""
"Reiser PJ, Janssen PM","2020","2020 Vision of Frontiers in Striated Muscle Physiology","Frontiers in Physiology","11","","","TRUE","","","",""
"Pandol S","2021","The Future of Physiology: 2020 and Beyond","Frontiers in Physiology","12","","","TRUE","","","",""
"Hill JR, Cal.dwell BS","2022","Assessment of Physiological Responses During Field Science Task Performance: Feasibility and Future Needs","Frontiers in Physiology","13","","","TRUE","","","",""
"Anna Maria Giudetti PS et al. PB","2022","Lipid Orchestrated Signaling in Physiology and Pathology","Frontiers in Physiology","13","","","TRUE","","","",""
"Xuekai Zhang YW, Wang X","2022","Molecular Physiology in Molluscs, Volume II","Frontiers in Physiology","13","","","TRUE","","","",""
"Bruno C Araújo QW et al. CY","2022","Omics Approaches in Aquatic Nutritional Physiology","Frontiers in Physiology","13","","","TRUE","","","",""
"Petracci M, Cassone VM","2022","Rising stars in avian physiology: 2022","Frontiers in Physiology","13","","","TRUE","","","",""
"Carlos Henrique Xavier RC et al. DA","2022","Stress-Related Diseases and Dysfunctions","Frontiers in Physiology","13","","","TRUE","","","",""
"Helena Lenasi ID, Klonizakis M","2020","Exploration of the Physiological Effects of Exercise in Cardiovascular Diseases","Frontiers in Physiology","11","","","TRUE","","","",""
"Song J, Zhai J, Bian E, Song Y, Yu J, Ma C","2018","Corrigendum: Transcriptome-Wide Annotation of m 5 C RNA Modifications Using Machine Learning","Frontiers in Plant Science","9","","","TRUE","","","",""
"Barnes MR, Donahue ML, Keeler BL, Shorb CM, Mohtadi TZ, Shelby LJ","2019","Characterizing Nature and Participant Experience in Studies of Nature Exposure for Positive Mental Health: An Integrative Review","Frontiers in Psychology","9","","","TRUE","","","",""
"Perone S, Simmering VR","2019","Connecting the Dots: Finding Continuity Across Visuospatial Tasks and Development","Frontiers in Psychology","10","","","TRUE","","","",""
"González-Cal.atayud V, Roman-García M, Prendes-Espinosa P","2021","Knowledge About Bullying by Young Adults With Special Educational Needs With or Without Disabilities (SEN/D)","Frontiers in Psychology","11","","","TRUE","","","",""
"Godefroy J","2020","Recommending Physical Activity During the COVID-19 Health Crisis. Fitness Influencers on Instagram","Frontiers in Sports and Active Living","2","","","TRUE","","","",""
"Atsuto Onoda SO et al. RS","2021","Effect of Carbon Black Nanoparticle on Neonatal Lymphoid Tissues Depending on the Gestational Period of Exposure in Mice","Frontiers in Toxicology","3","","","TRUE","","","",""
"al.exis Payton KR et al. ME","2023","Navigating the bridge between wet and dry lab toxicology research to address current challenges with high-dimensional data","Frontiers in Toxicology","5","","","TRUE","","","",""
"Juan Claudio Gutierrez SD et al. BA","2018","Entry-Level Spatial and General Non-verbal Reasoning: Can These Abilities be Used as a Predictor for Anatomy Performance in Veterinary Medical Students?","Frontiers in Veterinary Science","5","","","TRUE","","","",""
